title	type	url_slug	venue	date	location	talk_url	description
Rethinking Erasure Coding Libraries in the Age of Optimized Machine Learning	Talk	ec-tvm	CMU PDL Retreat	2022-11-9	Pittsburgh, Pennsylvania		This is a description of your talk, which is a markdown files that can be all markdown-ified like any other post. Yay markdown!
